title,body,label,lide
Comunidade ribeirinha faz pesca sustentável do pirarucu no Pará,,0,
Saiba como cultivar maracujá,,0,
Conheça uma forma ecológica de combater o carrapato-do-boi,,0,
Produtores de mudas de citros de Minas Gerais estão proibidos de comercializar,,0,
"Anne Rice, autora de 'Entrevista com o vampiro', morre aos 80 anos",,0,
Tornados deixam mais de 80 mortos e rastro de destruição no sudeste dos EUA,,0,
"RJ tem aumento de 25% dos casos de Síndrome Respiratória Aguda Grave, aponta Infogripe",,0,
"VÍDEOS: Antena Paulista de domingo, 12 de dezembro de 2021",,0,
"A partir de 2024, Enem poderá ter questões discursivas e 2ª etapa focada apenas na área de conhecimento escolhida pelo aluno",,0,
Clima e custos altos são desafios para produtores de uva,,0,
Produção de porcos aumenta na época das festas de fim de ano,,0,
Granjas investem na produção de ovos de codorna,,0,
Mais de 50% do que o Brasil exporta já são produtos básicos,,0,
"‘Olha aqui, toda arrebentada’: influencer Shantal diz que foi vítima de violência obstétrica de médico durante parto em SP ",,0,
Vestibular Fuvest 2022: 1ª fase acontece neste domingo; exame começa às 13h,,0,
"Expedição Rio: conheça o ‘Pantanal Fluminense’, área ultrapreservada da Baía de Guanabara, onde há caranguejos e até mel",,0,
Projeto Ilhas do Rio promove campanha para conscientizar sobre a poluição marinha ,,0,
É válido aplicar um teste em si mesmo para detectar sinais precoces de demência?,,0,
g1 ouviu #171 - Como Luísa Sonza foi para outro patamar em 2021,,0,
"Em 'Imperdoável', Sandra Bullock é ex-presidiária que busca redenção",,0,
"Lazúli divide com Luê o canto de 'Outono', single do álbum solo da vocalista da banda Francisco, El Hombre",,0,
Multidão protesta na Argentina contra acordo com o FMI,,0,
"VÍDEOS: SP2 de sábado, 11 de dezembro de 2021",,0,
"Pacientes enfrentam mais de 8 horas de fila para marcar exames e consultas na Santa da Casa de SP, no Centro",,0,
"Além da Praça da Matriz: Freguesia do Ó e Brasilândia, na Zona Norte de SP, são marcados por arte, música e esporte",,0,
"Monarco, guardião do passado glorioso da Portela, deixa obra pautada pela nobreza do samba",,0,
Por que carne enlatada que originou o termo 'spam' tem batido recordes de vendas,,0,
Portela e amigos lamentam a morte de Monarco; veja repercussão,,0,
"
Após tornados devastadores nos EUA, Biden diz que fenômenos meteorológicos são 'mais intensos' devido às mudanças climáticas",,0,
"Igreja heavy metal, fazenda urbana e muito mais: nem só de museu vive o Ipiranga, na Zona Sul de SP",,0,
"Morre no Rio, aos 88 anos, Monarco,   presidente de honra da Portela e símbolo do samba ",,0,
Chega a 53 mil o total de doses da vacina da Pfizer descartadas pela Prefeitura de SP por causa do descongelamento nos postos,,0,
Adolescente é baleado na Serrinha e moradores fazem protesto; circulação do BRT é interrompida,,0,
China supera a marca de 80% da população vacinada contra a Covid,,0,
Barroso determina passaporte da vacina obrigatório para viajantes,,0,
Caixa libera saque do FGTS por calamidade nas regiões da Bahia e Minas Gerais atingidas por enchentes,,0,
Estudante da USP é primeira brasileira preta premiada com bolsa de agência nuclear internacional,,0,
Peru pedirá que Chile amplie acusações de extradição contra Fujimori por 'esterilizações forçadas',,0,
Áustria volta a ter protestos contra a vacinação obrigatória,,0,
"Memorial com fotos de vítimas da Covid é exposto em escola de Petrópolis: ‘sensação é de existência, de conforto’, diz viúva ",,0,
"'Crescimento sem emprego veio para ficar', diz sociólogo italiano Domenico De Masi",,0,
"Expedição Rio: em São Gonçalo, rappers duelam com rimas junto a um tanque da Segunda Guerra Mundial",,0,
'Por que compartilhei na internet fotos da agressão que sofri',,0,
"Luan Santana faz, no Rio, primeiro show presencial desde a pandemia: ‘Muito ansioso pelo que vou sentir’",,0,
"Caso Flordelis: Jorge de Souza, pai do pastor Anderson do Carmo, morre aos 81 anos de infarto",,0,
Capital paulista confirma quarto caso da variante ômicron; paciente não tem histórico de viagem,,0,
"A trágica história de Lady Jane, a jovem ‘rainha dos 9 dias’ presa na Torre de Londres e executada por traição",,0,
Terceira missão da Blue Origin leva filha do primeiro astronauta americano a ir ao espaço,,0,
Estátua de Noel Rosa em Vila Isabel é reinaugurada nos 111 anos do compositor,,0,
"Deputado federal Alexandre Leite (DEM) sofre tentativa de assalto na Rodovia dos Imigrantes, em SP",,0,
RJ instala central de monitoramento para reduzir violência na Linha Vermelha,,0,
Policial civil e motorista são mortos a tiros no Itanhangá,,0,
Capital paulista reforça frota do transporte público para a 1ª fase da Fuvest neste domingo (12),,0,
"PM prende três pessoas com 500 quilos de maconha na Rodovia Castello Branco, em SP",,0,
A população que vive rodeada das múmias mais antigas do mundo,,0,
Polícia indiana prende homem que roubou relógio de Maradona,,0,
Por que a migração de brasileiros para os EUA explodiu,,0,
Rússia prepara invasão à Ucrânia? 6 perguntas para entender tensão na região,,0,
ONG faz ensaio fotográfico de Natal para incentivar adoção de animais no interior de SP,,0,
"Villa de Natal é inaugurada no Parque Villa Lobos com pista de patinação, parque de diversões e maior árvore de Natal da capital paulista",,0,
"Roupa Nova volta ao cancioneiro natalino no EP 'Noite feliz', gravado com o novo vocalista Fábio Nestares",,0,
Globoplay disponibiliza 'top 10' de mais assistidos na plataforma,,0,
"Professora compra 'miniporca', mas animal atinge 250 kg",,0,
Feira das Yabás volta a ser realizada presencialmente neste fim de semana,,0,
Vestibular Fuvest 2022: 1ª fase é realizada neste domingo com protocolos contra Covid-19; veja locais de prova,,0,
Poupatempo faz mutirão para renovação de CNH em São Paulo neste sábado,,0,
"Cidade de SP tem neste sábado eleição para conselho do Plano Municipal do Livro, Leitura, Literatura e Biblioteca",,0,
Validação de documentos para vida no exterior cresce 54% nos cartórios do RJ,,0,
Veja os destaques do Globo Rural deste domingo (12/12/2021),,0,
Cidade de SP aplica vacina contra a Covid-19 neste sábado; saiba onde se imunizar,,0,
Farofa da GKay teve 3 edições menos bombantes antes de 2021; relembre momentos das festas,,0,
"Além dos efeitos do ataque hacker, usuários do ConecteSUS sofrem com erros nos cadastros",,0,
"Você viu? Ataque ao ConecteSUS, quarentena para não vacinados, meninos de Belford Roxo e a 'Farofa da GKay'",,0,
Estreia da série 'And Just Like That' faz ação de empresa despencar nos Estados Unidos,,0,
Presidente de Burkina Faso nomeia ex-funcionário de ONU como primeiro-ministro,,0,
"Após ataque hacker, governo publica portaria que adia exigência de quarentena e comprovante de vacina a viajantes",,0,
Projeto de lei da Câmara Municipal de SP propõe aumento de salário para grupo seleto de servidores ,,0,
Site ligado ao Ministério da Economia sai do ar,,0,
Anvisa diz que ampliação de prazo de validade de vacinas vencidas da Pfizer na cidade de SP só pode ser feita com estudo da fabricante,,0,
"VÍDEOS: SP2 de sexta, 10 de dezembro",,0,
"Quadrilha suspeita de sonegar R$ 1 bilhão monitorava estradas para evitar a polícia e órgãos de fiscalização, diz MPRJ",,0,
Dia dos Direitos Humanos: moradores da Maré pedem garantias básicas,,0,
"19 de 21 hospitais públicos do Rio não têm aprovação dos Bombeiros; entre eles, o da própria corporação",,0,
"Boate Kiss, meninos de Belford Roxo, afogamento em piscina: os vídeos mais vistos da semana ",,0,
Americanas terá única ação na bolsa depois de aprovação de acionistas,,0,
Juliana Linhares faz o show 'Nordeste ficção' irromper 'quente como o miolo do vulcão' na cena carioca,,0,
Paulo Wunder toma posse como desembargador do TJ-RJ,,0,
Projeto voltado para população de rua terá café da manhã natalino,,0,
"Motorista tem mal súbito, perde controle do ônibus e ciclista é atropelado no Rio",,0,
Governo de SP aciona STF para exigir passaporte de vacina de viajantes que chegam ao Brasil pelo estado,,0,
"Preço da gasolina nos postos tem leve queda na semana, diz ANP",,0,
Encceja 2020: resultado é divulgado  ,,0,
"Cartão TOP: o que é e como funciona novo bilhete do Metrô de SP, da CPTM e de ônibus intermunicipais da Grande SP",,0,
Como uma eventual invasão russa à Ucrânia pode espalhar o conflito pela Europa,,0,
"Michael Nesmith, guitarrista do Monkees, morre aos 78 anos",,0,
Igreja pede desculpas após bispo italiano dizer a crianças que Papai Noel não existe,,0,
Dois jornalistas ameaçados recebem o Nobel da Paz em Oslo,,0,
Facebook e Instagram começam a colocar selo em postagens sobre as eleições de 2022,,0,
Suprema Corte dos EUA permite que tribunais federais contestem a lei de aborto do Texas,,0,
SP suspende envio de dados de vacinados ao Ministério da Saúde após  ataque ao ConecteSUS; aplicativo estadual não foi afetado,,0,
"
Poupança acumula 15º mês seguido de rentabilidade negativa ",,0,
"Relatora pede que deputado Frederico D’Ávila, que xingou o papa e bispo na Alesp, tenha mandato suspenso por 3 meses",,0,
Reder Circus faz apresentações inclusivas para pessoas com deficiência visual e auditiva no Rio,,0,
Peças que seriam utilizadas na extensão da linha 4 do metrô do Rio estão abandonadas ao ar livre; obra não tem previsão para acontecer,,0,
"Ex-coordenador da Lava Jato no Paraná, Deltan Dallagnol se filia ao Podemos",,0,
"Na cúpula organizada por Biden, Bolsonaro diz ter compromisso com a democracia",,0,
"Todas as vacinas contra a Covid administradas no Brasil têm efetividade, aponta Fiocruz ",,0,
Maroon 5 anuncia shows no Brasil em abril de 2022,,0,
Postos do Rio ficam cheios após retomada da vacinação contra a gripe,,0,
"VÍDEOS: SP1 de sexta-feira, 10 de dezembro de 2021",,0,
Desembargador Elton Leme é eleito presidente do TRE-RJ ,,0,
Governo decide suspender exigência do comprovante de vacina de viajantes,,0,
Anatel cria código para identificação de ligações de serviços de telemarketing,,0,
Lucy Alves entra na praia da Banda Magníficos em álbum gravado ao vivo na Paraíba,,0,
PF vê indícios de 'hacktivismo' em ataque ao ConecteSUS,,0,
"TSE bloqueou R$ 1,2 milhão de canais bolsonaristas investigados por ataques ao sistema eleitoral",,0,
Criptomoedas: saiba por que elas vieram para ficar ,,0,
"Falha no ConecteSUS: cariocas podem apresentar passaporte da vacina em papel, diz prefeitura; veja como pedir 2ª via",,0,
Camelo escapa de presépio vivo nos EUA; veja VÍDEO,,0,
Now United: Venda de ingressos para shows no Brasil começa nesta sexta-feira ,,0,
RJ publica resolução para festas de fim de ano; três artigos recomendam que aglomerações sejam evitadas,,0,
Declaração do forró como patrimônio cultural e imaterial do Brasil legitima a diversidade musical do país,,0,
Preços ao consumidor nos EUA voltam a subir em novembro,,0,
"'Serão as mais sujas e sórdidas campanhas eleitorais da história do país', diz Doria sobre eleições de 2022",,0,
"Contra poluição, start-up francesa transforma pontas de cigarro em roupa de inverno",,0,
"Governo do RJ recua em processo de municipalização do Hospital de Saracuruna, em Duque de Caxias",,0,
Scholz faz primeira viagem internacional como chanceler e se reúne com Macron em Paris,,0,
"Fortuna de fundador do Nubank chega a US$ 10,2 bilhões, mostra ranking da Bloomberg",,0,
Cachorro Caramello faz sucesso nas redes sociais dos bombeiros no Rio,,0,
"Dólar fecha em alta, mas recua na semana",,0,
ONG lança calendário com fotos de pets adotados para incentivar opção pelos vira-latas,,0,
Por que tantas gigantes do Vale do Silício têm executivos indianos,,0,
Parlamento da Alemanha aprova vacinação obrigatória para profissionais da saúde,,0,
Festival Sundance de Cinema vai apostar em formato híbrido em 2022,,0,
"Alma de Cássia Eller paira sobre 'Espírito do som', single com gravação inédita de 1985",,0,
Travis Scott diz que não sabia de problemas durante tragédia em show no Texas,,0,
"VÍDEOS: Bom Dia SP de sexta-feira, 10 de dezembro",,0,
Inglaterra volta a exigir o uso de máscaras em ambientes fechados,,0,
Exemplar da 1ª edição de 'Harry Potter' é vendido por US$ 417 mil em leilão,,0,
Casa desaba após explosão na Zona Leste de SP e deixa feridos,,0,
"Masayuki Uemura, engenheiro criador do Super Nintendo e NES, morre aos 78 anos",,0,
Final de semana será de sol e calor na cidade de SP; veja a previsão ,,0,
"Justiça britânica aprova pedido de recurso dos EUA para a extradição de Julian Assange, fundador do WikiLeaks",,0,
"PM faz operação no Complexo do Chapadão, em Costa Barros, na Zona Norte do Rio",,0,
Governo aumenta teto dos juros do empréstimo consignado do INSS; veja como fica,,0,
Sobe para 54 o número de mortos em acidente com carreta de imigrantes no México; mais de 100 ficaram feridos,,0,
Confira as 224 vagas de emprego oferecidas pela Agência do Trabalho em 17 cidades nesta sexta-feira,,0,
Frutas para a ceia: veja o que esperar dos preços,,0,
Veterinária inova em tratamentos e prescreve óleos de cannabis medicinal para pets no interior de SP,,0,
'Nove Dias': Conheça filme sobre 'BBB' de almas dirigido pelo brasileiro Edson Oda que arranca elogios em Hollywood ,,0,
"Veja as vagas de emprego oferecidas em Petrolina, Araripina e Salgueiro nesta sexta-feira (10)",,0,
Banda Lagum lança álbum 'mais denso' em que resgata gravações de baterista morto em 2020,,0,
"Cidade de SP tem eleição para conselho do Plano Municipal do Livro, Leitura, Literatura e Biblioteca neste sábado",,0,
"Vídeo mostra  entregador armado roubando Rolex de R$ 200 mil de empresário inglês em estacionamento nos Jardins, em SP",,0,
"Abusos no Degase: sob pena de multa, RJ tem 6 dias para entregar plano que substitua a vigilância de internas em centro socieducativo",,0,
"Mudança na cor do mar no Rio: proliferação de algas pode explicar fenômeno, dizem cientistas",,0,
Bienal do Livro do Rio: confira a programação do último fim de semana,,0,
"Meninos de Belford Roxo: dezenas de depoimentos, rastro de mortes e 1 ano de investigação; veja mais sobre o sumiço das crianças em números",,0,
Padre Júlio Lancellotti faz campanha contra a aporofobia no país; conheça o significado,,0,
Rio retoma vacinação contra a gripe para conter epidemia,,0,
'Alan Wake 2' é anunciado para 2023,,0,
Festival do Rio volta adaptado à pandemia e organização celebra 'renascimento da cidade',,0,
Senado aprova projeto que amplia prazo de validade de concursos públicos feitos antes da pandemia,,0,
Game Awards 2021 elege 'It takes two' como jogo do ano; veja vencedores,,0,
Como escolher o parceiro certo para investir?,,0,
"Carreta tomba, e 53 imigrantes morrem no México",,0,
Biden tranquiliza Ucrânia e aliados do leste europeu ante ameaça da Rússia,,0,
O ano em que a violência em Miami deixou tantos mortos que a cidade guardou corpos em caminhão do Burger King,,0,
Economia pede ao Congresso que inclua R$ 100 bilhões no projeto do Orçamento 2022 ,,0,
Senado aprova PEC que mantém benefícios tributários a empresas de tecnologia da informação,,0,
"Mega-Sena, concurso 2.436: aposta de Barueri (SP) acerta sozinha as 6 dezenas e fatura R$ 39,4 milhões",,0,
Perito analisa vídeo gravado após a morte de Kathlen e vê 'movimentação anormal' de PMs,,0,
O que está por trás da epidemia de gripe no Rio de Janeiro,,0,
Covid: Brasil passa a exigir quarentena para não vacinados; saiba como é em outros países,,0,
Senado aprova projeto que estabelece medidas para proteger entregadores de apps,,0,
Gás encanado tem novo reajuste a partir desta sexta em SP; aumento pode chegar a 21%,,0,
"Três meses após incêndio, vegetação do Parque do Juquery dá sinais de recuperação",,0,
Projeto Negro Muro faz homenagem à escritora Carolina Maria de Jesus em parceria com escola da Zona Sul do Rio,,0,
Justiça de SP decide que vereadora Janaína Lima deve manter distância da colega Cris Monteiro após briga na Câmara,,0,
PGR defende que não cabe ao Judiciário criar prazo para Lira avaliar pedidos de impeachment,,0,
"PM morto enquanto trabalhava é enterrado em Sulacap, Rio",,0,
"Casal é resgatado de sequestro na Comunidade do Batan, Zona Oeste do Rio",,0,
Passageira da Uber diz que pulou de carro em movimento na Marginal Tietê para fugir de assédio do motorista,,0,
Senado aprova texto-base de projeto que prorroga isenção de IPI de carro novo para pessoa com deficiência e taxista,,0,
Senado aprova desoneração da folha de pagamentos até 2023; texto vai à sanção,,0,
Tailândia condena empreiteiro multimilionário a 3 anos de prisão por crimes ambientais que incluem a caça de uma pantera negra,,0,
Italiano que usou braço de silicone para tentar enganar enfermeira defende vacina anti-Covid e diz que tomou imunizante,,0,
Comissão de Meio Ambiente da Alesp se posiciona contra concessão do Petar e deputado pede intervenção da Unesco ,,0,
Voz de Elza Soares e violão de João de Aquino se harmonizam na liberdade de álbum inédito gravado nos anos 1990,,0,
Ator Dudu Azevedo estreia como baterista da banda mineira Tianastácia: 'Realização de sonho' ,,0,
Réveillon do Rio terá fogos em Copacabana e em mais 9 pontos,,0,
"Influenza provoca mais casos respiratórios graves que Covid no RJ, diz boletim da Fiocruz",,0,
A curiosa tradição de dar cones de cartolina a crianças no 1º de aula na Alemanha,,0,
Nova diretoria toma posse administrativa na Academia Brasileira de Letras ,,0,
Prefeitura de SP descarta mais de 8 mil doses de vacinas da Pfizer de pessoas que não retornaram aos postos para completar imunização ,,0,
Ações do Nubank estreiam com forte alta na Bolsa de Nova York,,0,
MP de SP abre inquérito para investigar acordo de troca de dívidas entre cidade de SP e União e que envolve Campo de Marte,,0,
"Biólogo russo, um dos maiores traficantes internacionais de animais silvestres, é condenado a mais de 11 anos de prisão no Brasil",,0,
"Cinquenta internos em presídio de Campos, RJ, são isolados após apresentarem sintomas de gripe",,0,
"Doria e Moro se reúnem, mas deixam em aberto definição sobre eventual aliança  para 2022
",,0,
"Entenda a nova lei cambial: limite maior para viagens, conta em dólar e aval para 'PIX internacional'",,0,
Secretário André Nahaas diz que busca solução para crise no transporte do RJ; Supervia negocia aumento de tarifa,,0,
Drone registra imagens espetaculares da erupção em La Palma; veja VÍDEO,,0,
Um milhão de tartarugas são soltas entre Bolívia e Brasil para tentar preservar espécie,,0,
Ciclone responsável pelo tempo instável dos últimos dias se despede do litoral do RJ,,0,
Conab prevê novo recorde da safra de soja e eleva exportação após corte no biodiesel,,0,
Número de crianças na fila das creches na cidade de São Paulo mais do que triplicou entre julho e setembro de 2021,,0,
Parentes de Kathlen Romeu fazem ato no MPRJ; vídeo gravado após a morte está sendo analisado,,0,
"'Vaca magra' é retirada da Bolsa de Valores, no Centro de SP, para não ser apreendida pela PM",,0,
"Desenrola, Rio #117: o bioparque da Lagoa Rodrigo de Freitas",,0,
TSE libera uso de PIX para gastos de campanha em 2022,,0,
Meninos de Belford Roxo: entenda quem são os principais investigados pelo triplo homicídio,,0,
"Covid: o país que só vacinou 3% da população, mas vai destruir 1 milhão de doses vencidas",,0,
Theo Bial conta com Mart'nália no 'Remelexo' de álbum produzido por Celso Fonseca,,0,
"'Sex and the City': Sarah Jessica Parker, Cynthia Nixon e Kristin Davis  voltam à TV em 'And Just Like That'",,0,
Agricultores indianos encerram oficialmente manifestações contra reforma de Modi,,0,
"Lina Wertmüller, primeira mulher indicada ao Oscar de Melhor Direção, morre aos 93 anos ",,0,
"'Não tem por que cancelar o carnaval agora, seria prematuro', diz prefeito de SP",,0,
"Meninos de Belford Roxo: um morreu durante tortura, e os outros acabaram executados pelo tráfico, diz polícia",,0,
"Farofa da Gkay vai virar documentário: 'Vai sair em breve', diz influencer após evento com centenas de famosos",,0,
"Fechamento das escolas durante pandemia pode trazer perda de US$ 17 trilhões para geração de crianças e jovens, aponta estudo",,0,
Bárbara Eugenia anda pelo lado ímpar na rota minimalista do álbum 'Crashes n' crushes',,0,
"Ao menos 24 jornalistas foram mortos em todo o mundo durante o exercício da profissão neste ano, estima comitê",,0,
"Bolsonaro fez muito barulho por quase nada na polêmica com Anvisa, avaliam aliados",,0,
IPO aumenta fortuna de fundadores do Nubank; veja quem são eles,,0,
Por que Hollywood está filmando menos cenas de sexo,,0,
Nubank estreia na Bolsa como 4ª maior empresa brasileira de capital aberto e banco mais valioso da América Latina; veja ranking,,0,
Primeiros-ministros do Reino Unido e da Finlândia em queda livre por violar regras na pandemia,,0,
Relator dá parecer favorável ao projeto que prorroga desoneração da folha de pagamentos até 2023,,0,
"Em cúpula virtual, Biden defende participação de minorias na política e a liberdade de imprensa",,0,
Pantone anuncia 'Very Peri' como cor de 2022,,0,
Funcionários de posto de saúde de Santa Teresa montam árvore de Natal com frascos vazios de vacinas contra  Covid e Influenza,,0,
SAT de Louveira oferece 113 vagas de emprego para oito áreas de atuação em parque aquático; veja cargos,,0,
"Veto de Bolsonaro a aliado do centrão na Economia irrita bloco, que avisa ao Planalto para não interferir em disputas locais em 2022 ",,0,
Meninos de Belford Roxo: testemunhas afirmam que traficante Tia Paula mandou homem jogar corpos no rio,,0,
O desespero das meninas afegãs com proibição de escola secundária pelo Talibã,,0,
"Por que Canadá tem reserva estratégica de xarope de bordo, 20 vezes mais valioso que petróleo",,0,
IPO do Nubank: veja perguntas e respostas,,0,
Funcionários da General Motors paralisam atividades em Sorocaba,,0,
MPF pede anulação de teste físico do concurso do Depen em Maceió,,0,
Polícia Militar realiza operação no Complexo do Chapadão,,0,
Prova de vida para aposentados e pensionistas do RJ volta a ser obrigatória a partir de janeiro de 2022,,0,
Dólar fecha em alta com piora do cenário externo,,0,
"Produção industrial cai em 5 de 15 locais pesquisados em outubro, diz IBGE",,0,
Vídeo mostra destruição causada por vulcão na Indonésia,,0,
"‘E tu não quis nem bater’, diz traficante sobre meninos de Belford Roxo; áudio indica tentativa de incriminação",,0,
Líder evangélico no Congresso diz que Mendonça 'treinou' resposta sobre garantia a casamento homoafetivo,,0,
"VÍDEOS: Bom Dia SP de quinta-feira, 9 de dezembro",,0,
Passageira cai na linha do trem na estação de Madureira,,0,
Acidente entre carros na Zona Leste de SP deixa três feridos,,0,
"Quarentena desestimula turismo de não vacinados e valoriza vacina, dizem técnicos da Anvisa",,0,
Agência Fitch coloca grupo imobiliário chinês Evergrande em situação de 'calote restrito',,0,
Rio vive epidemia de gripe e abre novo polo para anteder pacientes com sintomas leves no Parque Olímpico ,,0,
Inflação na China atinge maior nível em 15 meses,,0,
Helicóptero Águia da PM socorre motociclista após acidente na Zona Sul de São Paulo,,0,
Fuja das fraudes: como saber se seus dados foram usados para abrir conta ou pedir empréstimo,,0,
China afirma que países pagarão por boicote diplomático aos Jogos Olímpicos,,0,
Confira as 299 vagas de emprego oferecidas pela Agência do Trabalho em 21 cidades nesta quinta-feira,,0,
Governo passa a exigir quarentena de cinco dias para viajantes não vacinados que chegarem por via aérea; veja regras,,0,
Bibliotecas móveis para crianças retornam a Cabul depois de sumirem com a chegada do Talibã ao poder,,0,
"Veja as vagas de emprego oferecidas em Petrolina, Araripina e Salgueiro nesta quinta-feira (9)",,0,
O sexo depois do câncer de mama e de próstata,,0,
"Cartinhas para Papai Noel têm pedidos de doação de sangue, roupa de princesa e preocupação para que o bom velhinho não tenha pego Covid",,0,
Alesp realiza audiência pública nesta quinta sobre concessão do Petar à iniciativa privada ,,0,
Marido que deu socos e cabeçadas na esposa é denunciado pelo MP de SP por ameaça e nova lei de lesão corporal contra mulher ,,0,
Auxílio Brasil: 2ª parcela começa a ser paga na sexta; benefício não vai chegar a 17 milhões de famílias como prometido pelo governo,,0,
Garimpeiros e pecuaristas querem o status de 'povos tradicionais' e comitê analisa; veja em 7 pontos,,0,
"Seis meses após a morte de Kathlen Romeu, família não tem resultados da investigação; pai diz: ‘Choro todos dos dias’

",,0,
Especialistas dão dicas para evitar acidentes com crianças; vídeo mostrou criança andando no parapeito de janela em Niterói,,0,
Câmara aprova projeto com regras para negociação com moedas virtuais,,0,
Cúpula sobre democracia de Biden começa nesta quinta; veja quem participa e polêmicas envolvendo o evento,,0,
O Assunto #596: Ucrânia - vai ter invasão da Rússia?,,0,
"Câmara aprova projeto que atualiza regras do Fundeb, mas ainda deixa pendências para 2023",,0,
Senado aprova projeto que retoma propaganda partidária no rádio e na TV,,0,
Senado aprova projeto que torna obrigatório sigilo de dados de pessoas que vivem com HIV,,0,
Conselho Superior do MP valida acordo com Ecovias para devolver quase R$ 650 milhões a SP para compensar esquema de cartel,,0,
"STF retira de Bretas ação contra Sérgio Cabral na Saúde, e defesa vai pedir anulação de condenação",,0,
Assaltante imobiliza vítima com 'mata-leão' durante roubo em Copacabana,,0,
Senado aprova MP que autoriza produtores a venderem etanol diretamente aos postos,,0,
